"Código Cliente","Nome Cliente","Email Cliente","Operação","Stiker","Preco","Data","Dia","Mês","Ano"
"45","Mateus Silva","mateus.silva8@exemplo.com","Venda","CSAN3","R$ 14.91","20/03/2023","14/02/1900","05","5005"
"61","Alice Machado","alice.machado47@exemplo.com","Venda","VIVT3","R$ 51.20","20/03/2023","14/02/1900","05","5005"
"76","Ana Carvalho","ana.carvalho5@exemplo.com","Venda","LREN3","R$ 22.10","22/03/2023","14/02/1900","07","5007"
"71","Mateus Gomes","mateus.gomes40@exemplo.com","Venda","VALE3","R$ 60.88","22/03/2023","14/02/1900","07","5007"
"44","Leonardo Souza","leonardo.souza93@exemplo.com","Venda","MGLU3","R$ 3.98","22/03/2023","14/02/1900","07","5007"
"98","Camila Souza","camila.souza43@exemplo.com","Compra","VALE3","R$ 80.04","22/03/2023","14/02/1900","07","5007"
"26","Gabriela Melo","gabriela.melo17@exemplo.com","Compra","VIVT3","R$ 50.90","22/03/2023","14/02/1900","07","5007"
"8","Laura Lima","laura.lima68@exemplo.com","Venda","CPFE3","R$ 28.95","23/03/2023","14/02/1900","08","5008"
"28","Rafael Cardoso","rafael.cardoso85@exemplo.com","Compra","SANB11","R$ 29.04","23/03/2023","14/02/1900","08","5008"
"27","Giovanna Carvalho","giovanna.carvalho88@exemplo.com","Compra","JBSS3","R$ 19.19","23/03/2023","14/02/1900","08","5008"
"37","Rodrigo Cardoso","rodrigo.cardoso48@exemplo.com","Venda","WEGE3","R$ 41.04","23/03/2023","14/02/1900","08","5008"
"99","Pedro Lima","pedro.lima14@exemplo.com","Compra","HAPV3","R$ 3.64","23/03/2023","14/02/1900","08","5008"
"31","Larissa Souza","larissa.souza29@exemplo.com","Venda","WEGE3","R$ 39.93","23/03/2023","14/02/1900","08","5008"
"75","Amanda Almeida","amanda.almeida25@exemplo.com","Venda","VALE3","R$ 62.35","23/03/2023","14/02/1900","08","5008"
"66","Mateus Gomes","mateus.gomes98@exemplo.com","Venda","VIVT3","R$ 44.95","24/03/2023","14/02/1900","09","5009"
"55","Amanda Santos","amanda.santos76@exemplo.com","Compra","BHIA3","R$ 11.92","24/03/2023","14/02/1900","09","5009"
"38","Luiza Souza","luiza.souza53@exemplo.com","Venda","SANB11","R$ 30.12","24/03/2023","14/02/1900","09","5009"
"57","Clara Pereira","clara.pereira12@exemplo.com","Venda","ABEV3","R$ 13.60","24/03/2023","14/02/1900","09","5009"
"54","Gustavo Santos","gustavo.santos79@exemplo.com","Compra","IGTA3","R$ 10.33","24/03/2023","14/02/1900","09","5009"
"47","Leonardo Ribeiro","leonardo.ribeiro64@exemplo.com","Venda","CPFE3","R$ 33.81","24/03/2023","14/02/1900","09","5009"
"10","Eduardo Pereira","eduardo.pereira13@exemplo.com","Compra","BHIA3","R$ 19.93","24/03/2023","14/02/1900","09","5009"
"51","Camila Oliveira","camila.oliveira84@exemplo.com","Compra","WEGE3","R$ 39.75","24/03/2023","14/02/1900","09","5009"
"22","Luiza Costa","luiza.costa78@exemplo.com","Venda","PETR4","R$ 39.24","25/03/2023","14/02/1900","10","5010"
"42","Clara Pereira","clara.pereira30@exemplo.com","Compra","VALE3","R$ 75.13","25/03/2023","14/02/1900","10","5010"
"15","Felipe Ribeiro","felipe.ribeiro44@exemplo.com","Compra","ITUB4","R$ 26.54","25/03/2023","14/02/1900","10","5010"
"73","Marcos Lima","marcos.lima55@exemplo.com","Venda","PETR4","R$ 33.17","25/03/2023","14/02/1900","10","5010"
"33","Gustavo Souza","gustavo.souza88@exemplo.com","Compra","BBDC4","R$ 15.90","26/03/2023","14/02/1900","11","5011"
"11","Gustavo Costa","gustavo.costa83@exemplo.com","Venda","WEGE3","R$ 40.46","26/03/2023","14/02/1900","11","5011"
"51","Camila Oliveira","camila.oliveira84@exemplo.com","Venda","HAPV3","R$ 3.75","26/03/2023","14/02/1900","11","5011"
"43","Luis Rocha","luis.rocha1@exemplo.com","Compra","SANB11","R$ 32.24","26/03/2023","14/02/1900","11","5011"
"41","Ana Ferreira","ana.ferreira30@exemplo.com","Compra","PETR4","R$ 32.82","26/03/2023","14/02/1900","11","5011"
"32","Gabriel Oliveira","gabriel.oliveira13@exemplo.com","Venda","ITUB4","R$ 23.10","26/03/2023","14/02/1900","11","5011"
"66","Mateus Gomes","mateus.gomes98@exemplo.com","Compra","SANB11","R$ 28.41","26/03/2023","14/02/1900","11","5011"
"33","Gustavo Souza","gustavo.souza88@exemplo.com","Venda","IGTA3","R$ 10.76","26/03/2023","14/02/1900","11","5011"
"83","Felipe Oliveira","felipe.oliveira37@exemplo.com","Compra","LREN3","R$ 20.29","26/03/2023","14/02/1900","11","5011"
"81","Clara Costa","clara.costa91@exemplo.com","Venda","B3SA3","R$ 15.12","27/03/2023","14/02/1900","12","5012"
"92","Rodrigo Melo","rodrigo.melo72@exemplo.com","Venda","IGTA3","R$ 10.68","27/03/2023","14/02/1900","12","5012"
"64","Camila Souza","camila.souza82@exemplo.com","Compra","RENT3","R$ 63.81","27/03/2023","14/02/1900","12","5012"
"96","Beatriz Ribeiro","beatriz.ribeiro50@exemplo.com","Compra","ITUB4","R$ 30.09","27/03/2023","14/02/1900","12","5012"
"14","Guilherme Ferreira","guilherme.ferreira50@exemplo.com","Venda","RENT3","R$ 48.93","27/03/2023","14/02/1900","12","5012"
"13","Beatriz Silva","beatriz.silva61@exemplo.com","Compra","ITUB4","R$ 31.21","28/03/2023","14/02/1900","13","5013"
"59","Ana Oliveira","ana.oliveira96@exemplo.com","Compra","WEGE3","R$ 40.48","28/03/2023","14/02/1900","13","5013"
"83","Felipe Oliveira","felipe.oliveira37@exemplo.com","Compra","SANB11","R$ 29.55","28/03/2023","14/02/1900","13","5013"
"7","Marcos Rocha","marcos.rocha41@exemplo.com","Compra","HAPV3","R$ 3.86","28/03/2023","14/02/1900","13","5013"
"96","Beatriz Ribeiro","beatriz.ribeiro50@exemplo.com","Compra","LREN3","R$ 18.07","28/03/2023","14/02/1900","13","5013"
"12","Giovanna Rocha","giovanna.rocha93@exemplo.com","Venda","ITUB4","R$ 26.02","02/04/2023","14/02/1900","18","5018"
"26","Gabriela Melo","gabriela.melo17@exemplo.com","Compra","ABEV3","R$ 12.31","02/04/2023","14/02/1900","18","5018"
"13","Beatriz Silva","beatriz.silva61@exemplo.com","Compra","VIVT3","R$ 40.70","02/04/2023","14/02/1900","18","5018"
"94","Giovanna Gomes","giovanna.gomes34@exemplo.com","Venda","RENT3","R$ 61.78","02/04/2023","14/02/1900","18","5018"
"72","Bruno Melo","bruno.melo27@exemplo.com","Venda","B3SA3","R$ 12.97","02/04/2023","14/02/1900","18","5018"
"27","Giovanna Carvalho","giovanna.carvalho88@exemplo.com","Compra","PETR4","R$ 21.44","02/04/2023","14/02/1900","18","5018"
"62","Gabriela Almeida","gabriela.almeida7@exemplo.com","Compra","WEGE3","R$ 35.34","02/04/2023","14/02/1900","18","5018"
"7","Marcos Rocha","marcos.rocha41@exemplo.com","Compra","CPFE3","R$ 36.98","03/04/2023","14/02/1900","19","5019"
"14","Guilherme Ferreira","guilherme.ferreira50@exemplo.com","Venda","VIVT3","R$ 44.33","03/04/2023","14/02/1900","19","5019"
"78","Gabriela Mendes","gabriela.mendes90@exemplo.com","Venda","VIVT3","R$ 53.45","03/04/2023","14/02/1900","19","5019"
"60","Marcos Costa","marcos.costa57@exemplo.com","Venda","JBSS3","R$ 23.22","03/04/2023","14/02/1900","19","5019"
"12","Giovanna Rocha","giovanna.rocha93@exemplo.com","Compra","RENT3","R$ 60.36","03/04/2023","14/02/1900","19","5019"
"92","Rodrigo Melo","rodrigo.melo72@exemplo.com","Venda","MGLU3","R$ 1.76","04/04/2023","14/02/1900","20","5020"
"95","Camila Lima","camila.lima44@exemplo.com","Venda","HAPV3","R$ 5.32","04/04/2023","14/02/1900","20","5020"
"13","Beatriz Silva","beatriz.silva61@exemplo.com","Compra","VIVT3","R$ 48.33","04/04/2023","14/02/1900","20","5020"
"75","Amanda Almeida","amanda.almeida25@exemplo.com","Venda","VALE3","R$ 72.29","05/04/2023","14/02/1900","21","5021"
"25","Eduardo Silva","eduardo.silva54@exemplo.com","Venda","SANB11","R$ 29.06","05/04/2023","14/02/1900","21","5021"
"25","Eduardo Silva","eduardo.silva54@exemplo.com","Venda","BBDC4","R$ 13.74","05/04/2023","14/02/1900","21","5021"
"52","Lucas Costa","lucas.costa80@exemplo.com","Venda","VIVT3","R$ 47.76","05/04/2023","14/02/1900","21","5021"
"25","Eduardo Silva","eduardo.silva54@exemplo.com","Compra","SANB11","R$ 29.30","06/04/2023","14/02/1900","22","5022"
"13","Beatriz Silva","beatriz.silva61@exemplo.com","Compra","PETR4","R$ 40.02","06/04/2023","14/02/1900","22","5022"
"100","Lucas Cardoso","lucas.cardoso77@exemplo.com","Venda","BBDC4","R$ 14.72","06/04/2023","14/02/1900","22","5022"
"73","Marcos Lima","marcos.lima55@exemplo.com","Compra","IGTA3","R$ 10.71","06/04/2023","14/02/1900","22","5022"
"28","Rafael Cardoso","rafael.cardoso85@exemplo.com","Venda","SANB11","R$ 27.47","06/04/2023","14/02/1900","22","5022"
"26","Gabriela Melo","gabriela.melo17@exemplo.com","Compra","VALE3","R$ 69.47","07/04/2023","14/02/1900","23","5023"
"63","Luis Lima","luis.lima28@exemplo.com","Compra","ABEV3","R$ 12.61","07/04/2023","14/02/1900","23","5023"
"24","Rodrigo Lima","rodrigo.lima45@exemplo.com","Compra","TAEE4","R$ 11.54","07/04/2023","14/02/1900","23","5023"
"37","Rodrigo Cardoso","rodrigo.cardoso48@exemplo.com","Venda","ABEV3","R$ 13.33","07/04/2023","14/02/1900","23","5023"
"46","Pedro Silva","pedro.silva50@exemplo.com","Compra","BHIA3","R$ 17.54","07/04/2023","14/02/1900","23","5023"
"91","Rodrigo Melo","rodrigo.melo22@exemplo.com","Venda","LREN3","R$ 14.63","07/04/2023","14/02/1900","23","5023"
"27","Giovanna Carvalho","giovanna.carvalho88@exemplo.com","Compra","B3SA3","R$ 11.56","07/04/2023","14/02/1900","23","5023"
"6","Ana Santos","ana.santos99@exemplo.com","Venda","BBAS3","R$ 56.69","07/04/2023","14/02/1900","23","5023"
"67","Guilherme Fonseca","guilherme.fonseca27@exemplo.com","Venda","PETR4","R$ 27.29","07/04/2023","14/02/1900","23","5023"
"49","Rafael Rocha","rafael.rocha93@exemplo.com","Compra","WEGE3","R$ 33.94","08/04/2023","14/02/1900","24","5024"
"92","Rodrigo Melo","rodrigo.melo72@exemplo.com","Venda","VALE3","R$ 61.07","08/04/2023","14/02/1900","24","5024"
"82","Amanda Mendes","amanda.mendes49@exemplo.com","Venda","SANB11","R$ 26.42","08/04/2023","14/02/1900","24","5024"
"42","Clara Pereira","clara.pereira30@exemplo.com","Compra","HAPV3","R$ 5.31","08/04/2023","14/02/1900","24","5024"
"29","Gabriela Pereira","gabriela.pereira44@exemplo.com","Venda","MGLU3","R$ 1.49","08/04/2023","14/02/1900","24","5024"
"74","Larissa Gomes","larissa.gomes18@exemplo.com","Venda","PETR4","R$ 34.95","08/04/2023","14/02/1900","24","5024"
"99","Pedro Lima","pedro.lima14@exemplo.com","Compra","JBSS3","R$ 23.66","08/04/2023","14/02/1900","24","5024"
"34","Lucas Ribeiro","lucas.ribeiro15@exemplo.com","Compra","BHIA3","R$ 10.41","09/04/2023","14/02/1900","25","5025"
"97","Laura Rodrigues","laura.rodrigues54@exemplo.com","Compra","BHIA3","R$ 8.93","09/04/2023","14/02/1900","25","5025"
"55","Amanda Santos","amanda.santos76@exemplo.com","Compra","JBSS3","R$ 23.22","09/04/2023","14/02/1900","25","5025"
"63","Luis Lima","luis.lima28@exemplo.com","Compra","ABEV3","R$ 13.47","09/04/2023","14/02/1900","25","5025"
"23","Isabella Almeida","isabella.almeida63@exemplo.com","Compra","TAEE4","R$ 11.52","10/04/2023","14/02/1900","26","5026"
"89","Guilherme Silva","guilherme.silva74@exemplo.com","Compra","HAPV3","R$ 4.62","10/04/2023","14/02/1900","26","5026"
"69","Laura Lima","laura.lima25@exemplo.com","Compra","JBSS3","R$ 14.49","10/04/2023","14/02/1900","26","5026"
"12","Giovanna Rocha","giovanna.rocha93@exemplo.com","Compra","ITUB4","R$ 22.64","10/04/2023","14/02/1900","26","5026"
"94","Giovanna Gomes","giovanna.gomes34@exemplo.com","Venda","MGLU3","R$ 1.79","10/04/2023","14/02/1900","26","5026"
"28","Rafael Cardoso","rafael.cardoso85@exemplo.com","Venda","ITUB4","R$ 33.89","10/04/2023","14/02/1900","26","5026"
"53","Giovanna Pereira","giovanna.pereira73@exemplo.com","Venda","B3SA3","R$ 10.65","11/04/2023","14/02/1900","27","5027"
"95","Camila Lima","camila.lima44@exemplo.com","Venda","ABEV3","R$ 15.05","11/04/2023","14/02/1900","27","5027"
"81","Clara Costa","clara.costa91@exemplo.com","Compra","B3SA3","R$ 13.79","12/04/2023","14/02/1900","28","5028"
"32","Gabriel Oliveira","gabriel.oliveira13@exemplo.com","Venda","TAEE4","R$ 12.30","12/04/2023","14/02/1900","28","5028"
"6","Ana Santos","ana.santos99@exemplo.com","Compra","WEGE3","R$ 37.38","12/04/2023","14/02/1900","28","5028"
"99","Pedro Lima","pedro.lima14@exemplo.com","Compra","SANB11","R$ 29.11","12/04/2023","14/02/1900","28","5028"
"15","Felipe Ribeiro","felipe.ribeiro44@exemplo.com","Compra","IGTA3","R$ 10.47","12/04/2023","14/02/1900","28","5028"
"88","Gabriela Costa","gabriela.costa24@exemplo.com","Compra","LREN3","R$ 21.55","12/04/2023","14/02/1900","28","5028"
"63","Luis Lima","luis.lima28@exemplo.com","Compra","WEGE3","R$ 33.38","12/04/2023","14/02/1900","28","5028"
"38","Luiza Souza","luiza.souza53@exemplo.com","Compra","ABEV3","R$ 13.17","13/04/2023","14/02/1900","29","5029"
"48","Sofia Melo","sofia.melo78@exemplo.com","Compra","RENT3","R$ 51.90","13/04/2023","14/02/1900","29","5029"
"4","Rodrigo Pereira","rodrigo.pereira12@exemplo.com","Venda","HAPV3","R$ 3.48","13/04/2023","14/02/1900","29","5029"
"44","Leonardo Souza","leonardo.souza93@exemplo.com","Venda","ITUB4","R$ 27.32","13/04/2023","14/02/1900","29","5029"
"86","Guilherme Oliveira","guilherme.oliveira36@exemplo.com","Compra","RENT3","R$ 48.16","13/04/2023","14/02/1900","29","5029"
"96","Beatriz Ribeiro","beatriz.ribeiro50@exemplo.com","Venda","IGTA3","R$ 10.90","13/04/2023","14/02/1900","29","5029"
"73","Marcos Lima","marcos.lima55@exemplo.com","Compra","B3SA3","R$ 10.73","13/04/2023","14/02/1900","29","5029"
"37","Rodrigo Cardoso","rodrigo.cardoso48@exemplo.com","Venda","IGTA3","R$ 10.34","13/04/2023","14/02/1900","29","5029"
"27","Giovanna Carvalho","giovanna.carvalho88@exemplo.com","Compra","CSAN3","R$ 19.74","14/04/2023","14/02/1900","30","5030"
"100","Lucas Cardoso","lucas.cardoso77@exemplo.com","Compra","JBSS3","R$ 17.02","14/04/2023","14/02/1900","30","5030"
"94","Giovanna Gomes","giovanna.gomes34@exemplo.com","Venda","ABEV3","R$ 13.80","14/04/2023","14/02/1900","30","5030"
"94","Giovanna Gomes","giovanna.gomes34@exemplo.com","Compra","VALE3","R$ 78.91","14/04/2023","14/02/1900","30","5030"
"29","Gabriela Pereira","gabriela.pereira44@exemplo.com","Compra","ABEV3","R$ 14.42","14/04/2023","14/02/1900","30","5030"
"80","Beatriz Almeida","beatriz.almeida66@exemplo.com","Venda","LREN3","R$ 16.85","14/04/2023","14/02/1900","30","5030"
"98","Camila Souza","camila.souza43@exemplo.com","Compra","JBSS3","R$ 24.07","15/04/2023","14/02/1900","31","5031"
"85","Julia Santos","julia.santos76@exemplo.com","Venda","RENT3","R$ 56.87","15/04/2023","14/02/1900","31","5031"
"59","Ana Oliveira","ana.oliveira96@exemplo.com","Compra","BHIA3","R$ 11.80","15/04/2023","14/02/1900","31","5031"
"58","Rafael Oliveira","rafael.oliveira88@exemplo.com","Compra","ABEV3","R$ 14.08","16/04/2023","14/02/1900","32","5032"
"57","Clara Pereira","clara.pereira12@exemplo.com","Compra","CSAN3","R$ 14.07","16/04/2023","14/02/1900","32","5032"
"48","Sofia Melo","sofia.melo78@exemplo.com","Venda","VALE3","R$ 61.54","16/04/2023","14/02/1900","32","5032"
"64","Camila Souza","camila.souza82@exemplo.com","Compra","ITUB4","R$ 25.10","16/04/2023","14/02/1900","32","5032"
"21","Camila Pereira","camila.pereira21@exemplo.com","Venda","RENT3","R$ 69.00","16/04/2023","14/02/1900","32","5032"
"92","Rodrigo Melo","rodrigo.melo72@exemplo.com","Compra","HAPV3","R$ 3.91","16/04/2023","14/02/1900","32","5032"
"84","Gabriel Fonseca","gabriel.fonseca66@exemplo.com","Compra","BBDC4","R$ 14.34","17/04/2023","14/02/1900","33","5033"
"70","Felipe Silva","felipe.silva52@exemplo.com","Compra","TAEE4","R$ 11.76","17/04/2023","14/02/1900","33","5033"
"68","Sofia Melo","sofia.melo31@exemplo.com","Compra","WEGE3","R$ 35.38","17/04/2023","14/02/1900","33","5033"
"93","Leonardo Almeida","leonardo.almeida31@exemplo.com","Compra","CPFE3","R$ 35.01","17/04/2023","14/02/1900","33","5033"
"64","Camila Souza","camila.souza82@exemplo.com","Venda","LREN3","R$ 21.69","17/04/2023","14/02/1900","33","5033"
"3","Mateus Santos","mateus.santos41@exemplo.com","Venda","WEGE3","R$ 38.54","17/04/2023","14/02/1900","33","5033"
"3","Mateus Santos","mateus.santos41@exemplo.com","Venda","RENT3","R$ 60.17","17/04/2023","14/02/1900","33","5033"
"37","Rodrigo Cardoso","rodrigo.cardoso48@exemplo.com","Venda","CPFE3","R$ 26.67","17/04/2023","14/02/1900","33","5033"
"28","Rafael Cardoso","rafael.cardoso85@exemplo.com","Venda","VALE3","R$ 59.58","17/04/2023","14/02/1900","33","5033"
"61","Alice Machado","alice.machado47@exemplo.com","Venda","VIVT3","R$ 41.27","17/04/2023","14/02/1900","33","5033"
"14","Guilherme Ferreira","guilherme.ferreira50@exemplo.com","Venda","ITUB4","R$ 30.01","17/04/2023","14/02/1900","33","5033"
"41","Ana Ferreira","ana.ferreira30@exemplo.com","Compra","RENT3","R$ 54.68","17/04/2023","14/02/1900","33","5033"
"45","Mateus Silva","mateus.silva8@exemplo.com","Venda","BBAS3","R$ 49.67","18/04/2023","14/02/1900","34","5034"
"29","Gabriela Pereira","gabriela.pereira44@exemplo.com","Compra","SANB11","R$ 31.51","18/04/2023","14/02/1900","34","5034"
"83","Felipe Oliveira","felipe.oliveira37@exemplo.com","Venda","LREN3","R$ 13.53","18/04/2023","14/02/1900","34","5034"
"5","Bruno Rodrigues","bruno.rodrigues89@exemplo.com","Compra","B3SA3","R$ 11.61","18/04/2023","14/02/1900","34","5034"
"31","Larissa Souza","larissa.souza29@exemplo.com","Venda","MGLU3","R$ 4.02","18/04/2023","14/02/1900","34","5034"
"87","Sofia Mendes","sofia.mendes47@exemplo.com","Compra","JBSS3","R$ 24.32","18/04/2023","14/02/1900","34","5034"
"97","Laura Rodrigues","laura.rodrigues54@exemplo.com","Compra","VIVT3","R$ 42.34","18/04/2023","14/02/1900","34","5034"
"7","Marcos Rocha","marcos.rocha41@exemplo.com","Compra","WEGE3","R$ 37.23","19/04/2023","14/02/1900","35","5035"
"1","Leonardo Ferreira","leonardo.ferreira67@exemplo.com","Compra","LREN3","R$ 16.55","19/04/2023","14/02/1900","35","5035"
"89","Guilherme Silva","guilherme.silva74@exemplo.com","Venda","IGTA3","R$ 10.57","19/04/2023","14/02/1900","35","5035"
"88","Gabriela Costa","gabriela.costa24@exemplo.com","Venda","BHIA3","R$ 7.61","19/04/2023","14/02/1900","35","5035"
"19","Sofia Melo","sofia.melo10@exemplo.com","Venda","CSAN3","R$ 17.52","19/04/2023","14/02/1900","35","5035"
"82","Amanda Mendes","amanda.mendes49@exemplo.com","Venda","B3SA3","R$ 14.53","19/04/2023","14/02/1900","35","5035"
"81","Clara Costa","clara.costa91@exemplo.com","Venda","TAEE4","R$ 12.11","19/04/2023","14/02/1900","35","5035"
"63","Luis Lima","luis.lima28@exemplo.com","Venda","LREN3","R$ 15.40","19/04/2023","14/02/1900","35","5035"
"55","Amanda Santos","amanda.santos76@exemplo.com","Compra","RENT3","R$ 60.60","20/04/2023","14/02/1900","36","5036"
"69","Laura Lima","laura.lima25@exemplo.com","Venda","IGTA3","R$ 10.46","20/04/2023","14/02/1900","36","5036"
"13","Beatriz Silva","beatriz.silva61@exemplo.com","Venda","B3SA3","R$ 10.07","20/04/2023","14/02/1900","36","5036"
"10","Eduardo Pereira","eduardo.pereira13@exemplo.com","Compra","RENT3","R$ 56.69","20/04/2023","14/02/1900","36","5036"
"60","Marcos Costa","marcos.costa57@exemplo.com","Venda","JBSS3","R$ 15.15","21/04/2023","14/02/1900","37","5037"
"80","Beatriz Almeida","beatriz.almeida66@exemplo.com","Venda","BBDC4","R$ 16.45","21/04/2023","14/02/1900","37","5037"
"27","Giovanna Carvalho","giovanna.carvalho88@exemplo.com","Compra","B3SA3","R$ 10.57","21/04/2023","14/02/1900","37","5037"
"35","Isabella Silva","isabella.silva63@exemplo.com","Compra","LREN3","R$ 21.24","21/04/2023","14/02/1900","37","5037"
"77","Larissa Gomes","larissa.gomes98@exemplo.com","Venda","BBAS3","R$ 47.57","21/04/2023","14/02/1900","37","5037"
"31","Larissa Souza","larissa.souza29@exemplo.com","Compra","CPFE3","R$ 35.07","22/04/2023","14/02/1900","38","5038"
"74","Larissa Gomes","larissa.gomes18@exemplo.com","Compra","MGLU3","R$ 2.52","22/04/2023","14/02/1900","38","5038"
"88","Gabriela Costa","gabriela.costa24@exemplo.com","Compra","BHIA3","R$ 17.24","22/04/2023","14/02/1900","38","5038"
"79","Larissa Carvalho","larissa.carvalho96@exemplo.com","Compra","TAEE4","R$ 11.48","22/04/2023","14/02/1900","38","5038"
"91","Rodrigo Melo","rodrigo.melo22@exemplo.com","Venda","ABEV3","R$ 13.25","22/04/2023","14/02/1900","38","5038"
"63","Luis Lima","luis.lima28@exemplo.com","Venda","CPFE3","R$ 26.81","22/04/2023","14/02/1900","38","5038"
"43","Luis Rocha","luis.rocha1@exemplo.com","Venda","ITUB4","R$ 24.91","22/04/2023","14/02/1900","38","5038"
"56","Julia Martins","julia.martins14@exemplo.com","Compra","ITUB4","R$ 28.59","22/04/2023","14/02/1900","38","5038"
"2","Isabella Ferreira","isabella.ferreira95@exemplo.com","Venda","VIVT3","R$ 38.39","22/04/2023","14/02/1900","38","5038"
"85","Julia Santos","julia.santos76@exemplo.com","Venda","VALE3","R$ 74.74","23/04/2023","14/02/1900","39","5039"
"44","Leonardo Souza","leonardo.souza93@exemplo.com","Compra","HAPV3","R$ 3.21","23/04/2023","14/02/1900","39","5039"
"53","Giovanna Pereira","giovanna.pereira73@exemplo.com","Compra","BBDC4","R$ 12.32","23/04/2023","14/02/1900","39","5039"
"34","Lucas Ribeiro","lucas.ribeiro15@exemplo.com","Venda","VIVT3","R$ 56.47","24/04/2023","14/02/1900","40","5040"
"15","Felipe Ribeiro","felipe.ribeiro44@exemplo.com","Compra","CSAN3","R$ 18.32","24/04/2023","14/02/1900","40","5040"
"72","Bruno Melo","bruno.melo27@exemplo.com","Compra","WEGE3","R$ 31.50","24/04/2023","14/02/1900","40","5040"
"5","Bruno Rodrigues","bruno.rodrigues89@exemplo.com","Compra","VALE3","R$ 69.58","24/04/2023","14/02/1900","40","5040"
"86","Guilherme Oliveira","guilherme.oliveira36@exemplo.com","Venda","ABEV3","R$ 12.98","25/04/2023","14/02/1900","41","5041"
"50","Camila Rocha","camila.rocha10@exemplo.com","Compra","ITUB4","R$ 25.03","25/04/2023","14/02/1900","41","5041"
"66","Mateus Gomes","mateus.gomes98@exemplo.com","Compra","RENT3","R$ 47.04","25/04/2023","14/02/1900","41","5041"
"45","Mateus Silva","mateus.silva8@exemplo.com","Compra","VALE3","R$ 66.35","25/04/2023","14/02/1900","41","5041"
"69","Laura Lima","laura.lima25@exemplo.com","Compra","LREN3","R$ 16.61","25/04/2023","14/02/1900","41","5041"
"50","Camila Rocha","camila.rocha10@exemplo.com","Compra","VALE3","R$ 67.65","25/04/2023","14/02/1900","41","5041"
"89","Guilherme Silva","guilherme.silva74@exemplo.com","Venda","BBDC4","R$ 14.39","25/04/2023","14/02/1900","41","5041"
"4","Rodrigo Pereira","rodrigo.pereira12@exemplo.com","Compra","ITUB4","R$ 29.89","25/04/2023","14/02/1900","41","5041"
"70","Felipe Silva","felipe.silva52@exemplo.com","Compra","MGLU3","R$ 2.34","25/04/2023","14/02/1900","41","5041"
"20","Felipe Santos","felipe.santos70@exemplo.com","Compra","PETR4","R$ 25.90","25/04/2023","14/02/1900","41","5041"
"12","Giovanna Rocha","giovanna.rocha93@exemplo.com","Venda","PETR4","R$ 36.72","25/04/2023","14/02/1900","41","5041"
"57","Clara Pereira","clara.pereira12@exemplo.com","Compra","RENT3","R$ 52.71","26/04/2023","14/02/1900","42","5042"
"60","Marcos Costa","marcos.costa57@exemplo.com","Venda","WEGE3","R$ 40.66","26/04/2023","14/02/1900","42","5042"
"87","Sofia Mendes","sofia.mendes47@exemplo.com","Venda","WEGE3","R$ 36.01","26/04/2023","14/02/1900","42","5042"
"98","Camila Souza","camila.souza43@exemplo.com","Venda","HAPV3","R$ 3.35","26/04/2023","14/02/1900","42","5042"
"21","Camila Pereira","camila.pereira21@exemplo.com","Venda","MGLU3","R$ 1.48","26/04/2023","14/02/1900","42","5042"
"37","Rodrigo Cardoso","rodrigo.cardoso48@exemplo.com","Venda","B3SA3","R$ 14.34","26/04/2023","14/02/1900","42","5042"
"88","Gabriela Costa","gabriela.costa24@exemplo.com","Compra","ITUB4","R$ 23.62","27/04/2023","14/02/1900","43","5043"
"79","Larissa Carvalho","larissa.carvalho96@exemplo.com","Compra","BHIA3","R$ 11.98","27/04/2023","14/02/1900","43","5043"
"95","Camila Lima","camila.lima44@exemplo.com","Compra","ABEV3","R$ 13.47","27/04/2023","14/02/1900","43","5043"
"78","Gabriela Mendes","gabriela.mendes90@exemplo.com","Venda","MGLU3","R$ 3.68","27/04/2023","14/02/1900","43","5043"
"18","Beatriz Ribeiro","beatriz.ribeiro6@exemplo.com","Compra","VIVT3","R$ 53.56","27/04/2023","14/02/1900","43","5043"
"72","Bruno Melo","bruno.melo27@exemplo.com","Venda","ABEV3","R$ 14.24","27/04/2023","14/02/1900","43","5043"
"82","Amanda Mendes","amanda.mendes49@exemplo.com","Compra","MGLU3","R$ 4.11","28/04/2023","14/02/1900","44","5044"
"72","Bruno Melo","bruno.melo27@exemplo.com","Venda","MGLU3","R$ 3.39","28/04/2023","14/02/1900","44","5044"
"33","Gustavo Souza","gustavo.souza88@exemplo.com","Compra","VIVT3","R$ 47.91","28/04/2023","14/02/1900","44","5044"
"63","Luis Lima","luis.lima28@exemplo.com","Venda","CPFE3","R$ 31.12","28/04/2023","14/02/1900","44","5044"
"71","Mateus Gomes","mateus.gomes40@exemplo.com","Compra","VIVT3","R$ 41.61","28/04/2023","14/02/1900","44","5044"
"57","Clara Pereira","clara.pereira12@exemplo.com","Venda","CPFE3","R$ 38.72","28/04/2023","14/02/1900","44","5044"
"25","Eduardo Silva","eduardo.silva54@exemplo.com","Venda","MGLU3","R$ 4.27","28/04/2023","14/02/1900","44","5044"
"53","Giovanna Pereira","giovanna.pereira73@exemplo.com","Venda","HAPV3","R$ 3.23","28/04/2023","14/02/1900","44","5044"
"76","Ana Carvalho","ana.carvalho5@exemplo.com","Venda","B3SA3","R$ 11.96","28/04/2023","14/02/1900","44","5044"
